item_id,book_title,concept,domain,cluster_description,item_type,description,text,title,numbers,url,combined_text,standard,all_standards
184,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Interpret functions that arise in applications in terms of the context.,section,Graphs of Functions,,,3.6,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,Graphs of Functions,HSF.IF.B.6,HSF.IF.B.6
185,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Interpret functions that arise in applications in terms of the context.,title,,Identify Graphs of Basic Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,Identify Graphs of Basic Functions,HSF.IF.B.6,HSF.IF.B.6
186,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Interpret functions that arise in applications in terms of the context.,figure,,,,3.15,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,,HSF.IF.B.6,HSF.IF.B.6
187,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Interpret functions that arise in applications in terms of the context.,example,,,,"3.52,3.53,3.54",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,,HSF.IF.B.6,HSF.IF.B.6
188,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Interpret functions that arise in applications in terms of the context.,section,Graphs of Functions,,,3.6,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,Graphs of Functions,HSF.IF.B.6,HSF.IF.B.6
189,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Interpret functions that arise in applications in terms of the context.,title,,Identify Graphs of Basic Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,Identify Graphs of Basic Functions,HSF.IF.B.6,HSF.IF.B.6
190,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Interpret functions that arise in applications in terms of the context.,example,,,,"3.54,3.55,3.56,3.57",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,,HSF.IF.B.6,HSF.IF.B.6
191,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Interpret functions that arise in applications in terms of the context.,title,,Read Information from a Graph of a Function,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,Read Information from a Graph of a Function,HSF.IF.B.6,HSF.IF.B.6
192,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Interpret functions that arise in applications in terms of the context.,example,,,,"3.58,3.59",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,,HSF.IF.B.6,HSF.IF.B.6
193,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,section,Graphs of Functions,,,3.6,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,Graphs of Functions,HSF.IF.C.7.E,HSF.IF.C.7.E
194,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Identify Graphs of Basic Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,Identify Graphs of Basic Functions,HSF.IF.C.7.E,HSF.IF.C.7.E
195,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,"3.52,3.53,3.54",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,,HSF.IF.C.7.E,HSF.IF.C.7.E
196,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,section,Graph Quadratic Function Using Properties,,,9.6,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:05dd84c8-48f9-4017-b0e9-85a9275b5686.xhtml,Graph Quadratic Function Using Properties,HSF.IF.C.7.E,HSF.IF.C.7.E
197,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Recognize a Quadratic Function,,,,Recognize a Quadratic Function,HSF.IF.C.7.E,HSF.IF.C.7.E
198,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,9.42,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:05dd84c8-48f9-4017-b0e9-85a9275b5686.xhtml,,HSF.IF.C.7.E,HSF.IF.C.7.E
199,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,figure,,,,9.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:05dd84c8-48f9-4017-b0e9-85a9275b5686.xhtml,,HSF.IF.C.7.E,HSF.IF.C.7.E
200,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,section,Graphs of Functions,,,3.6,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,Graphs of Functions,HSF.IF.C.7.E,HSF.IF.C.7.E
201,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Identify Graphs of Basic Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,Identify Graphs of Basic Functions,HSF.IF.C.7.E,HSF.IF.C.7.E
202,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,"3.54,3.55,3.56,3.57",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4b2bbf1b-2df7-4b9a-9933-dd70d1fd8ada.xhtml,,HSF.IF.C.7.E,HSF.IF.C.7.E
203,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,section,Polynomial Equations,,,6.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Polynomial Equations,HSF.IF.C.7.E,HSF.IF.C.7.E
204,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Solve Equations with Polynomial Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Solve Equations with Polynomial Functions,HSF.IF.C.7.E,HSF.IF.C.7.E
205,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,6.50,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,,HSF.IF.C.7.E,HSF.IF.C.7.E
206,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Zero of a Function,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Zero of a Function,HSF.IF.C.7.E,HSF.IF.C.7.E
207,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,6.51,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,,HSF.IF.C.7.E,HSF.IF.C.7.E
208,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,section,Evaluate and Graph Exponential Functions,,,10.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,Evaluate and Graph Exponential Functions,HSF.IF.C.7.E,HSF.IF.C.7.E
209,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Graph Exponential Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,Graph Exponential Functions,HSF.IF.C.7.E,HSF.IF.C.7.E
210,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,"10.11,10.12,10.13",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,,HSF.IF.C.7.E,HSF.IF.C.7.E
211,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,section,Evaluate and Graph Logarithmic Functions,,,10.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:afd63274-5172-405b-b787-bfd578b98d44.xhtml,Evaluate and Graph Logarithmic Functions,HSF.IF.C.7.E,HSF.IF.C.7.E
212,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Graph Logarithmic Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:afd63274-5172-405b-b787-bfd578b98d44.xhtml,Graph Logarithmic Functions,HSF.IF.C.7.E,HSF.IF.C.7.E
213,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,"10.22,10.23",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:afd63274-5172-405b-b787-bfd578b98d44.xhtml,,HSF.IF.C.7.E,HSF.IF.C.7.E
214,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,section,Polynomial Equations,,,6.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Polynomial Equations,HSF.IF.C.8.A,HSF.IF.C.8.A
215,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Zero of a Function,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Zero of a Function,HSF.IF.C.8.A,HSF.IF.C.8.A
216,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,6.51,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,,HSF.IF.C.8.A,HSF.IF.C.8.A
217,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Solve quadratic equations by factoring,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Solve quadratic equations by factoring,HSF.IF.C.8.A,HSF.IF.C.8.A
218,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,"6.45,6.46",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,,HSF.IF.C.8.A,HSF.IF.C.8.A
219,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,section,Graph Quadratic Functions Using Transformations,,,9.7,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:85761b0e-ad1e-49f7-9e8c-5838489c57bc.xhtml,Graph Quadratic Functions Using Transformations,HSF.IF.C.8.A,HSF.IF.C.8.A
220,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Graph Quadratic Functions Using Transformations,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:85761b0e-ad1e-49f7-9e8c-5838489c57bc.xhtml,Graph Quadratic Functions Using Transformations,HSF.IF.C.8.A,HSF.IF.C.8.A
221,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,9.59,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:85761b0e-ad1e-49f7-9e8c-5838489c57bc.xhtml,,HSF.IF.C.8.A,HSF.IF.C.8.A
222,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,section,Evaluate and Graph Exponential Functions,,,10.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,Evaluate and Graph Exponential Functions,HSF.IF.C.8.B,HSF.IF.C.8.B
223,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Exponential Growth and Decay,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,Exponential Growth and Decay,HSF.IF.C.8.B,HSF.IF.C.8.B
224,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,10.17,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,,HSF.IF.C.8.B,HSF.IF.C.8.B
225,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,section,Evaluate and Graph Logarithmic Functions,,,10.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:afd63274-5172-405b-b787-bfd578b98d44.xhtml,Evaluate and Graph Logarithmic Functions,HSF.IF.C.9,HSF.IF.C.9
226,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,title,,Use Logarithmic Models in Applications,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:afd63274-5172-405b-b787-bfd578b98d44.xhtml,Use Logarithmic Models in Applications,HSF.IF.C.9,HSF.IF.C.9
227,Intermediate Algebra 2e,FUNCTIONS,Interpreting Functions,Analyze functions using different representations.,example,,,,10.27,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:afd63274-5172-405b-b787-bfd578b98d44.xhtml,,HSF.IF.C.9,HSF.IF.C.9
228,Introductory Statistics,8TH GRADE,Statistics & Probability,Investigate patterns of association in vibariate data,section,Scatter Plots,,,12.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/30189442-6998-4686-ac05-ed152b91b9de@1d23970:44891352-21cf-454b-b803-1cd2ffc828a4.xhtml,Scatter Plots,8.SP.A.1,8.SP.A.1
229,Introductory Statistics,8TH GRADE,Statistics & Probability,Investigate patterns of association in vibariate data,example,,,,12.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/30189442-6998-4686-ac05-ed152b91b9de@1d23970:44891352-21cf-454b-b803-1cd2ffc828a4.xhtml,,8.SP.A.1,8.SP.A.1
230,Introductory Statistics,8TH GRADE,Statistics & Probability,Investigate patterns of association in vibariate data,figure,,,,"12.6,12.7,12.8",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/30189442-6998-4686-ac05-ed152b91b9de@1d23970:44891352-21cf-454b-b803-1cd2ffc828a4.xhtml,,8.SP.A.1,8.SP.A.1
231,Introductory Statistics,8TH GRADE,Statistics & Probability,Investigate patterns of association in vibariate data,section,The Regression Equation,,,12.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/30189442-6998-4686-ac05-ed152b91b9de@1d23970:fd60680f-dbb7-4a97-84b8-f352c3a6c141.xhtml,The Regression Equation,8.SP.A.2,8.SP.A.2
232,Introductory Statistics,8TH GRADE,Statistics & Probability,Investigate patterns of association in vibariate data,example,,,,12.6,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/30189442-6998-4686-ac05-ed152b91b9de@1d23970:fd60680f-dbb7-4a97-84b8-f352c3a6c141.xhtml,,8.SP.A.2,8.SP.A.2
233,Introductory Statistics,8TH GRADE,Statistics & Probability,Investigate patterns of association in vibariate data,definition,,Least-squares Regression Line,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/30189442-6998-4686-ac05-ed152b91b9de@1d23970:fd60680f-dbb7-4a97-84b8-f352c3a6c141.xhtml,Least-squares Regression Line,8.SP.A.2,8.SP.A.2
